package,crop,adm0,adm1,adm2,season,variety_a,variety_b,variety_c,variety_d,rank_variety_a,rank_variety_b,rank_variety_c,rank_variety_d,planting_date,day,month,year,DOY,lon,lat,overall_performance,best,worst,overall_vs_local,var_a,var_b,var_c,yield,best_yield,worst_yield,soil,maxDT_VEG,minDT_VEG,maxNT_VEG,minNT_VEG,SU_VEG,TR_VEG,DTR_VEG,MLDS_VEG,MLWS_VEG,R5mm_VEG,R10mm_VEG,R20mm_VEG,SDII_VEG,Rx1day_VEG,Rx5day_VEG,Rtotal_VEG,maxDT_FLO,minDT_FLO,maxNT_FLO,minNT_FLO,SU_FLO,TR_FLO,DTR_FLO,MLDS_FLO,MLWS_FLO,R5mm_FLO,R10mm_FLO,R20mm_FLO,SDII_FLO,Rx1day_FLO,Rx5day_FLO,Rtotal_FLO,maxDT_GRA,minDT_GRA,maxNT_GRA,minNT_GRA,SU_GRA,TR_GRA,DTR_GRA,MLDS_GRA,MLWS_GRA,R5mm_GRA,R10mm_GRA,R20mm_GRA,SDII_GRA,Rx1day_GRA,Rx5day_GRA,Rtotal_GRA,maxDT_FLO_acc,minDT_FLO_acc,maxNT_FLO_acc,minNT_FLO_acc,SU_FLO_acc,TR_FLO_acc,DTR_FLO_acc,MLDS_FLO_acc,MLWS_FLO_acc,R5mm_FLO_acc,R10mm_FLO_acc,R20mm_FLO_acc,SDII_FLO_acc,Rx1day_FLO_acc,Rx5day_FLO_acc,Rtotal_FLO_acc,maxDT_GRA_acc,minDT_GRA_acc,maxNT_GRA_acc,minNT_GRA_acc,SU_GRA_acc,TR_GRA_acc,DTR_GRA_acc,MLDS_GRA_acc,MLWS_GRA_acc,R5mm_GRA_acc,R10mm_GRA_acc,R20mm_GRA_acc,SDII_GRA_acc,Rx1day_GRA_acc,Rx5day_GRA_acc,Rtotal_GRA_acc
paquete 292,commonbean,NIC,Jinotega,Los Robles,Apante-2015,INTA Ferroso,INTA Fuerte Sequia,PM2 Don Rey,-9999,-9999,-9999,-9999,-9999,16785,16,12,2015,350,-86.01,13.09,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),-9999,-9999,Better,Yield-(A/B/C),C,A,Eutric Regosols,26.83827676,25.43140992,16.56232376,16.48328982,0,0,9.529477807,16,3,3,1,0,1.232337551,10.15356827,23.57078695,30.80843878,30.23780679,27.02458784,16.60916449,16.35190601,3,0,12.15874812,11,1,2,1,0,0.839108812,11.70358086,11.70358086,24.33415556,33.23610966,30.44656844,16.5405483,16.3167251,20,0,15.32957665,14,1,1,0,0,0.390438709,6.821946144,6.821946144,9.760967731,30.23780679,25.43140992,16.60916449,16.35190601,3,0,10.96770742,16,3,5,2,0,1.021159154,11.70358086,23.57078695,55.14259434,33.23610966,25.43140992,16.60916449,16.31414025,24,0,12.23920641,16,3,6,2,0,0.853994238,11.70358086,23.57078695,64.90356207
paquete 293,commonbean,NIC,Jinotega,Los Robles,Apante-2015,INTA Rojo,SJC 730-79,ALS 0532-6,-9999,-9999,-9999,-9999,-9999,16769,30,11,2015,334,-86,13.09,Overall_performance-(A/B/C),C,B,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),C,A,Eutric Regosols,27.41757926,27.11887728,16.63246177,16.39834763,0,0,10.70764996,10,3,3,1,0,1.46318531,10.15356827,23.57078695,36.57963276,28.89922044,27.3473107,16.50409176,15.97140246,0,0,11.8330598,14,1,2,0,0,0.431302021,7.237651825,7.237651825,12.50775862,31.15035808,29.12749347,16.08608355,15.97110407,14,0,14.22068407,6,1,2,1,0,1.035439796,11.70358086,11.70358086,25.88599491,28.89922044,27.11887728,16.63246177,15.97140246,0,0,11.31903939,16,3,5,1,0,0.909025766,10.15356827,23.57078695,49.08739138,31.15035808,27.11887728,16.63246177,15.97110407,14,0,12.15871642,16,3,7,2,0,0.986491925,11.70358086,23.57078695,74.97338629
paquete 966,commonbean,NIC,Muy Muy,Sector Los Castros,Apante-2015,INTA Matagalpa,INTA Precoz,PM2 Don Rey,-9999,-9999,-9999,-9999,-9999,16778,9,12,2015,343,-85.54,12.66,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,C,Eutric Regosols,27.65887728,26.15634092,18.90619545,18.23375979,0,0,8.006053033,22,1,0,0,0,0,0,0,0,31.53866841,27.88547184,18.10283849,17.33208877,9,0,11.87721373,6,2,3,1,0,1.929025288,19.91851425,24.526999,55.94173336,34.9610705,31.79626632,17.2994517,17.15026856,20,0,15.9938799,12,1,2,0,0,0.685514297,9.132840157,9.132840157,17.13785744,31.53866841,26.15634092,18.90619545,17.33208877,9,0,10.12843626,27,2,3,1,0,1.035958025,19.91851425,24.526999,55.94173336,34.9610705,26.15634092,18.90619545,17.15026856,30,0,11.84023956,27,2,5,1,0,0.961573563,19.91851425,24.526999,73.0795908
paquete 641,commonbean,NIC,Muy Muy,Sector Los Castros,Apante-2015,INTA Fuerte Sequia,PM2 Don Rey,SJC 730-79,-9999,-9999,-9999,-9999,-9999,16777,8,12,2015,342,-85.6,12.73,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),C,A,Eutric Regosols,27.308232,26.29253637,18.40833644,17.99225289,0,0,8.577024007,22,1,0,0,0,0,0,0,0,30.71461395,27.39886982,18.2095263,17.03,4,0,11.15562021,6,2,4,0,0,1.742644113,18.27772522,22.53140211,50.53667927,33.65537113,31.06239836,17.32873182,17.01027602,20,0,15.14594293,11,1,2,0,0,0.697007866,9.404430389,9.404430389,17.42519665,30.71461395,26.29253637,18.40833644,17.03,4,0,9.979849235,28,2,4,0,0,0.935864431,18.27772522,22.53140211,50.53667927,33.65537113,26.29253637,18.40833644,17.01027602,25,0,11.49035177,28,2,6,0,0,0.894235209,18.27772522,22.53140211,67.96187592
paquete 577,commonbean,NIC,Matiguas,El Guabo,Apante-2015,SJC 730-79,INTA Fuerte Sequia,ALS 0532-6,-9999,-9999,-9999,-9999,-9999,16784,15,12,2015,349,-85.46,12.83,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,C,Eutric Regosols,30.98319657,29.42244685,19.10887355,18.79167475,13,0,11.21516225,15,2,2,0,0,0.64677393,6.42500782,9.74434042,16.16934824,34.02285341,31.1191533,18.80929877,18.63083551,27,0,13.86365894,6,1,3,0,0,1.292890878,17.26550484,17.26550484,37.49383545,36.68095487,34.21923536,18.77,18.68917195,20,0,16.74489071,14,2,3,0,0,0.819215279,9.395118713,11.08526325,20.48038197,34.02285341,29.42244685,19.10887355,18.63083551,41,0,12.66613652,15,2,5,1,0,1.190094533,17.26550484,17.26550484,64.26510477,36.68095487,29.42244685,19.10887355,18.63083551,62,0,13.85414177,15,2,8,1,0,1.115072194,17.26550484,17.26550484,84.74548674
paquete 953,commonbean,NIC,Matiguas,Pancasan,Apante-2015,ALS 0532-6,INTA Centro Sur,INTA Precoz,-9999,-9999,-9999,-9999,-9999,16784,15,12,2015,349,-85.46,12.81,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Better,Better,Worse,Yield-(A/B/C),B,A,Eutric Regosols,30.34092876,28.76508765,19.13339799,18.78807535,4,0,10.4499254,15,2,2,0,0,0.64677393,6.42500782,9.74434042,16.16934824,33.53505035,30.5222044,18.737721,18.41208877,27,0,13.45943346,6,1,3,0,0,1.292890878,17.26550484,17.26550484,37.49383545,36.76680343,33.77675121,18.48997762,18.41013428,20,0,16.8771589,14,2,3,0,0,0.819215279,9.395118713,11.08526325,20.48038197,33.53505035,28.76508765,19.13339799,18.41208877,32,0,12.09943461,15,2,5,1,0,1.190094533,17.26550484,17.26550484,64.26510477,36.76680343,28.76508765,19.13339799,18.41013428,53,0,13.48934652,15,2,8,1,0,1.115072194,17.26550484,17.26550484,84.74548674
paquete 189,commonbean,NIC,San Ramon,Ocalca,Postrera-2015,BRT 103-182,INTA Ferroso,ALS 0532-6,-9999,-9999,-9999,-9999,-9999,16707,29,9,2015,272,-85.75,12.82,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Worse,Yield-(A/B/C),A,C,Eutric Regosols,32.03070123,30.65711675,17.57646401,17.17065274,20,0,13.99440414,6,6,5,4,1,4.543722801,20.35283089,61.06413078,113.59307,30.43555763,29.20911227,18.13130175,17.60164118,5,0,11.92716941,8,1,3,1,0,1.178810103,13.16322613,14.45052099,34.18549299,29.80534502,29.63208877,18.25516225,17.91,0,0,11.71188346,13,2,2,0,1,1.996568756,37.79032135,37.79032135,49.9142189,32.03070123,29.20911227,18.13130175,17.17065274,26,0,12.84836093,8,6,8,5,2,3.113544332,20.35283089,74.62704659,168.1313939,32.03070123,29.20911227,18.25516225,17.17065274,26,0,12.46490672,13,6,10,5,3,2.869021221,37.79032135,74.62704659,218.0456128
paquete 648,commonbean,NIC,Muy Muy,Sector Los Castros,Apante-2015,INTA Rojo,SJC 730-79,PM2 Don Rey,-9999,-9999,-9999,-9999,-9999,16777,8,12,2015,342,-85.57,12.72,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Better,Yield-(A/B/C),C,A,Eutric Regosols,26.60675867,25.8737486,18.55085789,17.99774711,0,0,7.779896409,22,1,0,0,0,0,0,0,0,29.30854905,26.77292801,17.94235733,17.31391645,0,0,10.31691823,6,2,4,0,0,1.742644113,18.27772522,22.53140211,50.53667927,31.79663931,29.52459903,17.63879523,17.35209996,12,0,13.0762969,11,1,2,0,0,0.697007866,9.404430389,9.404430389,17.42519665,29.30854905,25.8737486,18.55085789,17.31391645,0,0,9.168686087,28,2,4,0,0,0.935864431,18.27772522,22.53140211,50.53667927,31.79663931,25.8737486,18.55085789,17.31391645,12,0,10.31067749,28,2,6,0,0,0.894235209,18.27772522,22.53140211,67.96187592
paquete 4,commonbean,NIC,San Ramon,San Pablo,Postrera-2015,SJC 730-79,INTA Fuerte Sequia,INTA Centro Sur,-9999,-9999,-9999,-9999,-9999,16707,29,9,2015,272,-85.78,12.84,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Better,Worse,Yield-(A/B/C),A,C,Eutric Regosols,32.66342037,31.16123834,17.94742633,17.31067885,20,0,14.31396662,6,6,5,4,1,4.543722801,20.35283089,61.06413078,113.59307,30.92457292,28.62568445,17.86828795,17.59432674,9,0,11.94382395,8,1,3,1,0,1.178810103,13.16322613,14.45052099,34.18549299,28.53001119,28.15281984,17.95137262,17.23997016,0,0,10.74814418,13,2,2,0,1,1.996568756,37.79032135,37.79032135,49.9142189,32.66342037,28.62568445,17.94742633,17.31067885,30,0,13.00099874,8,6,8,5,2,3.113544332,20.35283089,74.62704659,168.1313939,32.66342037,28.15281984,17.95137262,17.23997016,30,0,12.24908665,13,6,10,5,3,2.869021221,37.79032135,74.62704659,218.0456128
paquete 289,commonbean,NIC,Jinotega,Cuyali,Apante-2015,INTA Fuerte Sequia,ALS 0532-6,INTA Ferroso,-9999,-9999,-9999,-9999,-9999,16783,14,12,2015,348,-86,13.09,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Better,Better,Worse,Yield-(A/B/C),C,A,Eutric Regosols,27.88684446,27.18922417,16.51317046,16.0066505,0,0,11.08613034,15,3,2,1,0,0.942831478,10.15356827,23.57078695,23.57078695,30.50209996,27.99762402,16.08664304,15.97140246,7,0,13.13053615,11,1,3,1,0,1.088683013,11.70358086,11.70358086,31.57180738,32.82735919,30.62295039,16.17538605,15.97110407,20,0,15.64914883,14,1,1,0,0,0.390438709,6.821946144,6.821946144,9.760967731,30.50209996,27.18922417,16.51317046,15.97140246,7,0,12.20719925,16,3,5,2,0,1.021159154,11.70358086,23.57078695,55.14259434,32.82735919,27.18922417,16.51317046,15.97110407,28,0,13.21005942,16,3,6,2,0,0.853994238,11.70358086,23.57078695,64.90356207
paquete_nic_apante_2016_2_147,commonbean,NIC,Matiguas,Pancasan,Apante-2016,INTA Matagalpa,PM2 Don Rey,ALS 0532-6,-9999,-9999,-9999,-9999,-9999,17157,22,12,2016,357,-85.48,12.82,Overall_performance-(A/B/C),A,B,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,C,Eutric Regosols,29.14173816,28.32115256,18.3487169,18.1720179,0,0,10.4132233,8,2,2,2,0,2.447869415,18.21414948,28.57591248,61.19673538,31.99886236,29.25755315,18.85135024,18.3634875,15,0,11.64349869,11,3,5,1,1,2.381422076,20.23667717,36.03386164,69.0612402,35.37352107,32.25566953,18.87370011,18.79353599,21,0,15.00742633,7,1,3,0,0,0.845552063,7.350299835,7.350299835,21.13880157,31.99886236,28.32115256,18.85135024,18.1720179,15,0,11.07135003,11,3,7,3,1,2.412184733,20.23667717,36.03386164,130.2579756,35.37352107,28.32115256,18.87370011,18.1720179,37,0,12.20281204,11,3,10,3,1,1.992062857,20.23667717,36.03386164,151.3967772
paquete 923,commonbean,NIC,Matiguas,El Anzuelo,Apante-2015,SJC 730-79,INTA Ferroso,ALS 0532-6,-9999,-9999,-9999,-9999,-9999,16813,13,1,2016,13,-85.39,12.93,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Worse,Yield-(A/B/C),B,C,Eutric Regosols,28.01971279,26.93501305,18.01603133,17.64733681,0,0,9.636015903,5,2,3,0,1,1.852092266,21.30716133,26.4549613,46.30230665,31.27660574,28.12155912,18.53932115,17.95053711,10,0,11.41274732,10,2,2,0,0,0.808719405,8.670985222,10.62949753,23.45286274,33.02493473,31.5032003,18.84723238,18.58464006,20,0,13.59568445,10,2,2,0,0,0.765230389,9.665662766,14.05091238,19.13075972,31.27660574,26.93501305,18.53932115,17.64733681,10,0,10.60345878,10,2,5,0,1,1.291762396,21.30716133,26.4549613,69.75516939,33.02493473,26.93501305,18.84723238,17.64733681,31,0,11.47766973,17,2,7,0,1,1.169551699,21.30716133,26.4549613,88.88592911
paquete 195,commonbean,NIC,San Ramon,Pueblo Viejo,Postrera-2015,INTA Matagalpa,INTA Fuerte Sequia,INTA Ferroso,-9999,-9999,-9999,-9999,-9999,16695,17,9,2015,260,-85.74,12.81,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Worse,Yield-(A/B/C),B,A,Eutric Regosols,30.19583364,29.81331593,18.87064155,17.90634465,16,0,11.42229373,5,2,3,0,1,3.193494759,27.56114578,65.76826191,79.83736897,29.74441253,29.44944797,18.93,18.8579075,0,0,10.68238523,6,6,7,4,1,4.882762268,26.82335854,67.05839634,141.6001058,29.25810145,28.08861992,19.27,18.51361805,0,0,9.457923265,9,1,1,0,1,2.137530937,46.00278854,46.00278854,53.43827343,30.19583364,29.44944797,18.93,17.90634465,16,0,11.00815578,6,6,10,4,2,4.100693976,27.56114578,67.05839634,221.4374747,30.19583364,28.08861992,19.27,17.90634465,16,0,10.50563801,10,6,11,4,3,3.61678616,46.00278854,67.05839634,274.8757482
paquete_nic_postrera_2016_17,commonbean,NIC,-9999,Malpaso Cemtral,Postrera-2016,PM2 Don Rey,ALS 0532-6,INTA Precoz,-9999,-9999,-9999,-9999,-9999,17064,20,9,2016,264,-85.6,12.73,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,C,Eutric Regosols,29.12346885,28.24999254,17.88859381,17.06234614,0,0,11.27756453,5,4,2,3,3,6.084484596,29.30647469,88.39815712,152.1121149,28.07878777,26.62924655,16.90624767,16.58741887,0,0,10.61622819,6,2,0,0,6,7.987504301,49.14658356,78.39623833,231.6376247,26.57385677,26.0968743,16.65380828,16.13501305,0,0,10.00502891,10,2,0,0,4,4.579623947,28.86808586,72.14711571,114.4905987,29.12346885,26.62924655,17.88859381,16.58741887,0,0,10.90353219,6,5,2,4,9,7.37061573,49.14658356,101.8822117,398.0132494,29.12346885,26.0968743,17.88859381,16.13501305,0,0,10.59564096,10,5,2,4,13,6.743471685,49.14658356,101.8822117,512.5038481
paquete 608,commonbean,NIC,Matiguas,Sitio Historico,Apante-2015,INTA Centro Sur,INTA Matagalpa,INTA Ferroso,-9999,-9999,-9999,-9999,-9999,16792,23,12,2015,357,-85.46,12.82,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,C,Eutric Regosols,31.74305483,29.55093995,18.85830287,18.59099217,16,0,11.91145366,13,2,2,1,0,0.915227985,10.60192108,17.0269289,22.88069963,35.61464752,32.06028721,18.54932115,18.41083551,27,0,15.35244933,6,1,3,0,0,1.415006325,17.26550484,17.26550484,41.03518343,38.54443864,35.92180903,18.6978329,18.56946289,20,0,18.53432339,10,2,2,0,0,0.44341053,6.049304962,11.08526325,11.08526325,35.61464752,29.55093995,18.85830287,18.41083551,44,0,13.79802902,13,2,5,1,0,1.183627464,17.26550484,17.26550484,63.91588306,38.54443864,29.55093995,18.85830287,18.41083551,65,0,15.18023599,14,2,7,1,0,0.986857188,17.26550484,17.26550484,75.00114632
paquete_nic_apante_2016_2_183,commonbean,NIC,Matiguas,Pancasan,Apante-2016,SJC 730-79,BRT 103-182,INTA Rojo,-9999,-9999,-9999,-9999,-9999,17170,4,1,2017,4,-85.48,12.82,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Better,Better,Worse,Yield-(A/B/C),B,C,Eutric Regosols,29.86227154,28.64686684,18.82893323,18.31313316,0,0,10.78315709,5,3,6,2,1,3.748929329,20.23667717,36.03386164,93.72323322,34.09052592,30.10900783,18.86897426,18.81130921,28,0,13.10728126,11,1,3,1,0,1.107210159,11.90282536,11.90282536,32.10909462,36.75411041,34.49839612,19.01735173,18.79353599,21,0,16.80331699,15,1,1,0,0,0.442581997,7.350299835,7.350299835,11.06454992,34.09052592,28.64686684,18.86897426,18.31313316,28,0,12.01809188,11,3,9,3,1,2.330228293,20.23667717,36.03386164,125.8323278,36.75411041,28.64686684,19.01735173,18.31313316,50,0,13.40425841,15,3,10,3,1,1.801274707,20.23667717,36.03386164,136.8968778
paquete_nic_apante_2016_2_139,commonbean,NIC,Matiguas,El Guabo,Apante-2016,SJC 730-79,INTA Ferroso,BRT 103-182,-9999,-9999,-9999,-9999,-9999,17167,1,1,2017,1,-85.44,12.83,Overall_performance-(A/B/C),B,C,Overall_performance_VS_Local-(Best/Worse),-9999,Better,-9999,Yield-(A/B/C),B,C,Eutric Regosols,28.2991906,27.85173443,18.94615069,18.83156658,0,0,9.104173039,3,3,6,1,1,3.846780872,21.52280426,38.06803322,96.16952181,31.97386423,28.36968668,19.00883253,18.87596792,14,0,11.07021674,11,2,3,1,0,1.265132337,12.51843452,21.89002228,36.68883777,35.40969414,32.31627378,19.08150317,18.9162514,21,0,14.944904,13,1,1,0,0,0.313089123,7.827228069,7.827228069,7.827228069,31.97386423,27.85173443,19.00883253,18.83156658,14,0,10.14812271,11,3,9,2,1,2.460339992,21.52280426,38.06803322,132.8583596,35.40969414,27.85173443,19.08150317,18.83156658,36,0,11.53243168,13,3,11,2,1,1.965486963,21.52280426,38.06803322,149.3770092
paquete 931,commonbean,NIC,Matiguas,El Guabo,Apante-2015,ALS 0532-6,INTA Fuerte Sequia,INTA Precoz,-9999,-9999,-9999,-9999,-9999,16789,20,12,2015,354,-85.46,12.8,Overall_performance-(A/B/C),C,B,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),C,A,Eutric Regosols,30.3761768,27.75763148,19.32654606,18.98540843,3,0,9.85042691,16,2,1,1,0,0.668697529,10.31890011,16.71743822,16.71743822,34.03207385,30.62629243,18.92638568,18.58272286,27,0,13.64083302,6,1,3,0,0,1.43709778,18.67073822,18.67073822,41.67583561,37.11925028,34.32412906,18.75164118,18.57013428,20,0,17.06458448,11,2,2,0,0,0.461032619,6.253718376,11.52581549,11.52581549,34.03207385,27.75763148,19.32654606,18.58272286,31,0,11.93132607,16,2,5,1,0,1.189564087,18.67073822,18.67073822,64.23646069,37.11925028,27.75763148,19.32654606,18.57013428,52,0,13.42895619,16,2,7,1,0,0.996872055,18.67073822,18.67073822,75.76227617
paquete 297,commonbean,NIC,Jinotega,Primera generacion,Apante-2015,SJC 730-79,BRT 103-182,INTA Centro Sur,-9999,-9999,-9999,-9999,-9999,16790,21,12,2015,355,-86,13.09,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),A,B,Eutric Regosols,28.27457292,27.32213353,16.50409176,15.97140246,0,0,11.50316452,16,1,2,0,0,0.500310345,7.237651825,7.237651825,12.50775862,31.15035808,28.44603133,16.08664304,15.97110407,14,0,13.82037134,10,1,2,1,0,0.892620514,11.70358086,11.70358086,25.88599491,33.79668034,31.3870235,16.33400224,15.98483029,20,0,16.40809101,10,1,0,0,0,0.117560863,2.939021587,2.939021587,2.939021587,31.15035808,27.32213353,16.50409176,15.97110407,14,0,12.7718828,16,1,4,1,0,0.710995436,11.70358086,11.70358086,38.39375353,33.79668034,27.32213353,16.50409176,15.97110407,35,0,13.83158223,16,1,4,1,0,0.543852304,11.70358086,11.70358086,41.33277512
paquete 154,commonbean,NIC,Muy Muy,Mal Paso Central,Postrera-2015,INTA Precoz,INTA Ferroso,INTA Rojo,-9999,-9999,-9999,-9999,-9999,16699,21,9,2015,264,-85.6,12.74,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),Worse,Better,Worse,Yield-(A/B/C),B,A,Eutric Regosols,28.86899291,28.73273405,19.45060425,18.83480418,0,0,9.695137635,10,5,4,3,0,3.923734093,16.71204376,47.85999393,98.09335232,28.65720254,27.55776576,19.50794107,19.17694144,0,0,8.784637822,9,5,2,2,0,3.767154792,16.24250984,64.97003937,109.247489,27.45705707,26.41036554,19.15176427,18.54776949,0,0,7.925271947,13,1,0,0,1,2.164891968,54.12229919,54.12229919,54.12229919,28.86899291,27.55776576,19.50794107,18.83480418,0,0,9.190282422,10,5,6,5,0,3.839645209,16.71204376,64.97003937,207.3408413,28.86899291,26.41036554,19.50794107,18.54776949,0,0,8.774667142,20,5,6,5,1,3.44030448,54.12229919,64.97003937,261.4631405
paquete 132,commonbean,NIC,Matiguas,El Anzuelo,Apante-2015,BRT 103-182,SJC 730-79,PM2 Don Rey,-9999,-9999,-9999,-9999,-9999,16772,3,12,2015,337,-85.46,12.84,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),A,B,Eutric Regosols,30.54211488,30.10772473,19.41559866,19.11337934,22,0,11.16404683,7,2,1,2,0,1.430778942,11.13291359,21.89277363,35.76947355,31.91113391,30.09363297,19.20507646,18.84104812,27,0,11.88964648,10,2,3,1,0,0.980172092,10.60192108,17.0269289,28.42499065,34.01718016,32.09240955,18.96469601,18.81083551,20,0,14.18728161,6,1,2,0,0,1.419635696,17.26550484,17.26550484,35.49089241,31.91113391,30.09363297,19.41559866,18.84104812,50,0,11.55182111,15,2,4,3,0,1.188786374,11.13291359,21.89277363,64.19446421,34.01718016,30.09363297,19.41559866,18.81083551,71,0,12.31693587,15,2,6,3,0,1.311649429,17.26550484,21.89277363,99.68535662
paquete_nic_apante_2016_2_144,commonbean,NIC,Matiguas,Muy Muy Viejo,Apante-2016,INTA Precoz,INTA Matagalpa,INTA Rojo,-9999,-9999,-9999,-9999,-9999,17173,7,1,2017,7,-85.44,12.83,Overall_performance-(A/B/C),B,A,Overall_performance_VS_Local-(Best/Worse),-9999,Better,-9999,Yield-(A/B/C),B,A,Eutric Regosols,28.78651623,27.85173443,18.97861992,18.83156658,0,0,9.256126445,5,3,7,2,1,4.109942684,21.52280426,38.06803322,102.7485671,33.00109288,29.01814621,19.00883253,18.87596792,20,0,11.92630255,9,2,3,0,0,0.810008172,8.691421509,9.167826414,23.490237,36.19522193,33.34350242,19.17214099,18.97667661,21,0,15.78224294,15,1,1,0,0,0.470103598,7.827228069,7.827228069,11.75258994,33.00109288,27.85173443,19.00883253,18.83156658,20,0,10.67933396,11,3,10,2,1,2.337755632,21.52280426,38.06803322,126.2388041,36.19522193,27.85173443,19.17214099,18.83156658,42,0,12.15516658,15,3,11,2,1,1.815676237,21.52280426,38.06803322,137.991394
paquete 616,commonbean,NIC,Matiguas,Sitio Historico,Apante-2015,SJC 730-79,INTA Rojo,INTA Centro Sur,-9999,-9999,-9999,-9999,-9999,16784,15,12,2015,349,-85.46,12.81,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Worse,Yield-(A/B/C),B,C,Eutric Regosols,29.64608355,28.12508765,19.28207758,18.85646028,0,0,9.713427825,15,2,2,0,0,0.64677393,6.42500782,9.74434042,16.16934824,33.06816486,29.8575718,18.8161768,18.39292428,25,0,12.94033266,6,1,3,0,0,1.292890878,17.26550484,17.26550484,37.49383545,36.09924282,33.25951138,18.60024245,18.42944797,20,0,16.21339463,14,2,3,0,0,0.819215279,9.395118713,11.08526325,20.48038197,33.06816486,28.12508765,19.28207758,18.39292428,25,0,11.47999806,15,2,5,1,0,1.190094533,17.26550484,17.26550484,64.26510477,36.09924282,28.12508765,19.28207758,18.39292428,46,0,12.85925664,15,2,8,1,0,1.115072194,17.26550484,17.26550484,84.74548674
paquete 636,commonbean,NIC,Matiguas,Apantillo,Apante-2015,INTA Ferroso,INTA Matagalpa,INTA Rojo,-9999,-9999,-9999,-9999,-9999,16806,6,1,2016,6,-85.47,12.8,Overall_performance-(A/B/C),C,A,Overall_performance_VS_Local-(Best/Worse),Worse,Worse,Better,Yield-(A/B/C),C,A,Eutric Regosols,32.72159269,29.83234987,19.09618799,18.59208877,20,0,12.37445916,6,1,2,1,0,1.610679493,18.67073822,18.67073822,40.26698732,36.50477807,32.94856024,18.69046997,18.57013428,27,0,16.0345942,14,2,4,0,0,1.003336232,9.263957024,11.52581549,29.09675074,39.55096606,36.81193957,19.32605744,18.72068258,20,0,19.25658542,14,1,1,0,0,0.303997269,7.599931717,7.599931717,7.599931717,36.50477807,29.83234987,19.09618799,18.57013428,48,0,14.38844886,14,2,6,1,0,1.284513668,18.67073822,18.67073822,69.36373806,39.55096606,29.83234987,19.32605744,18.57013428,69,0,15.80995682,18,2,7,1,0,1.012679865,18.67073822,18.67073822,76.96366978
paquete 618,commonbean,NIC,Matiguas,Pancasan,Apante-2015,PM2 Don Rey,INTA Fuerte Sequia,INTA Ferroso,-9999,-9999,-9999,-9999,-9999,16785,16,12,2015,350,-85.46,12.81,Overall_performance-(A/B/C),A,C,Overall_performance_VS_Local-(Best/Worse),Better,Worse,Worse,Yield-(A/B/C),A,C,Eutric Regosols,30.43156658,28.81292428,19.1208094,18.76289817,5,0,10.54251534,15,2,2,1,0,1.070850773,10.60192108,17.0269289,26.77126932,33.65590078,30.61284222,18.71254383,18.41208877,27,0,13.58699684,6,1,3,0,0,1.292890878,17.26550484,17.26550484,37.49383545,36.94556136,33.94916076,18.48997762,18.41013428,20,0,17.03409735,14,2,3,0,0,0.819215279,9.395118713,11.08526325,20.48038197,33.65590078,28.81292428,19.1208094,18.41208877,33,0,12.21137471,15,2,5,1,0,1.190094533,17.26550484,17.26550484,64.26510477,36.94556136,28.81292428,19.1208094,18.41013428,54,0,13.61405225,15,2,8,1,0,1.115072194,17.26550484,17.26550484,84.74548674
